job_link,title,company,company_link,location,employment_details,date_posted,is_remote,description_list,employment_pay,job_board,date_updated,company_logo,employment_skills,easy_apply,scraped_at
https://www.ziprecruiter.com/jobs//j?lvk=tNsKsQ9VnURnZYBgb4PGng,"Sr. Software Engineer, Test Engineering & Developer Productivity",DocuSign,,"Chicago, IL, USA",,2024-01-25,,"The Sr. 
Software
 
Engineer
 will execute all aspects of the 
software
 development lifecycle, including design, development, testing, deployment, and maintenance, to deliver on the vision of a true CI/CD ...",,ZipRecruiter,,,,False, Feb_11_2024-10:07-PM
https://www.ziprecruiter.com/jobs//j?lvk=lvnf8gd5Hcb0E0NkKF8PAA,Software Engineer (Trading Operations),Aquatic Capital Management,,"Chicago, IL, USA",,2024-02-05,,"At Aquatic, we are actively recruiting for a 
Software
 
Engineer
 experienced in developing, managing, and maintaining a full-stack platform with emphasis on the front-end user experience. In this role ...",,ZipRecruiter,,,,False, Feb_11_2024-10:07-PM
https://www.ziprecruiter.com/jobs//j?lvk=MenJYXfNH2_RMc0Dt5Qefg,Software Engineer - Pangea (Hybrid),Enova International,,"Chicago, IL, USA",,2024-02-08,,"About the Role Pangea is seeking a Senior 
Software
 
Engineer
 who is eager to design new architecture, resolve operational issues, production debugging, and perform feature development. Our 
Engineering
 ...",,ZipRecruiter,,,,False, Feb_11_2024-10:07-PM
https://www.ziprecruiter.com/jobs//j?lvk=WFHhiL9GQAP7n4lHL6Q5nA,Senior Software Engineer,Flint Hills Resources,,"Chicago, IL, USA",,2024-02-08,,"As a Senior 
Software
 
Engineer
 in Flint Hills Resources, you will focus on building and maintaining data products that enable and transform the planning and optimization of FHR's capital projects and ...",,ZipRecruiter,,,,False, Feb_11_2024-10:07-PM
https://www.ziprecruiter.com/jobs//j?lvk=7FjlwuIVtch0SYqmvzFJbg,Software Engineering MTS,"Salesforce, Inc.",,"Chicago, IL, USA",,2024-02-08,,"Job Category 
Software
 
Engineering
 Job Details About Salesforce We're Salesforce, the Customer Company, inspiring the future of business with AI+ Data +CRM. Leading with our core values, we help ...",,ZipRecruiter,,,,False, Feb_11_2024-10:07-PM
https://www.ziprecruiter.com/jobs//j?lvk=EEj9dZeccxSLeLKL0epa-g,Software Engineer,Pangea Money Transfer,,"Chicago, IL, USA",,2024-02-08,,"As a 
Software
 
Engineer
, you will: * Design, build and maintain APIs and services as part of the platform * Deliver quality focused 
software
 changes for our consumer facing applications * Work with ...",,ZipRecruiter,,,,False, Feb_11_2024-10:07-PM
https://www.ziprecruiter.com/jobs//j?lvk=V27FduJ1vsZlWq81xKmr3Q,Software Engineering Internship- Summer 2024,MCL Solutions,,"Chicago, IL, USA",,2024-02-08,,"If you are passionate about 
software
 
engineering
 and want to be a part of a team that is revolutionizing the logistics industry, we encourage you to apply. Responsibilities: * Participate in the ...",,ZipRecruiter,,,,False, Feb_11_2024-10:07-PM
https://www.ziprecruiter.com/jobs//j?lvk=cKRMbZsEHe6E1XbRNn3oqg,Full Stack Software Engineer II,Abnormal Security,,"Chicago, IL, USA",,2024-02-03,,"About the Role
Abnormal Security is looking for a Full Stack Software Engineer to join the Inbound Email Products (IEP) team. The IEP team builds & operates core components of Abnormal's flagship Email Security product, such as Customer Portal Dashboards, Message Details, and Tooling/Enablement. This is a full stack team which is responsible for all the layers, including data storage, backend & frontend. The ideal candidate will have worked across the stack and has in depth knowledge about backend & distributed computing. 
What you will do 
- Design & Execute Software Projects which are critical to Abnormal's success with a group of engineers, through conception, design, implementation, launch & operation. 
- Provide guidance and mentorship for junior members of the team 
- Collaborate with Technical Program Managers, Product Managers, Go-ToMarket teams in order to implement, verify and iterate on the issues & requests coming from our customers
- Raise the bar of excellence in engineering, actively contributing to knowledge sharing within the team and participating in professional development activities.
Must Haves 
- BS degree in Computer Science, Applied Sciences, Information Systems or other related engineering field
- 2+ years of industry experience on full stack web development & distributed systems, designing & building software applications
- Experience with frontend frameworks, particularly React.js
- Experience working individually as well as in groups on a regular basis
- Experience working with distributed teams, proficient in asynchronous and written communication
- Experience building features & components from scratch and operating them, balancing feature development work with operational tasks
Nice to Have 
- Experience with our stack: AWS, K8, Django, Spark, Prometheus
- Familiarity with AWS services and deployment practices.
- Knowledge of containerization using Docker or similar technologies.
#LI-ML1
At Abnormal Security certain roles are eligible for a bonus, restricted stock units (RSUs), and benefits. Individual compensation packages are based on factors unique to each candidate, including their skills, experience, qualifications and other job-related reasons. We know that benefits are also an important piece of your total compensation package. Learn more about our Compensation and Equity Philosophy on our Benefits & Perks page.
Base salary range:
$147,200—$173,200 USD",,ZipRecruiter,,,,False, Feb_11_2024-10:07-PM
https://www.ziprecruiter.com/jobs//j?lvk=hkhD41dqV-XZJWGfl9j0yg,Senior AWS Software Engineer,HALO,,"Chicago, IL, USA",,2024-02-03,,"As a Senior AWS 
Software
 
Engineer
 , you will be responsible for designing, developing, and maintaining both front-end and back-end components of our applications. You will collaborate with cross ...",,ZipRecruiter,,,,False, Feb_11_2024-10:07-PM
https://www.ziprecruiter.com/jobs//j?lvk=70uC_TitkLBYQfUCNIJ5Zw,"Senior Software Engineer, Quant - Remote",The Chicago Board Options Exchange,,"Chicago, IL, USA",,2024-02-01,,"You will work within a team of seasoned 
developers
, technologists, and quants with immense ... Maintain and optimize existing 
software
 applications, and recommend and implement improvements",,ZipRecruiter,,,,False, Feb_11_2024-10:07-PM
https://www.ziprecruiter.com/jobs//j?lvk=mpN_oCPsfDn0wje40E5QUQ,Senior Software Engineer - Research Products,CRSP,,"Chicago, IL, USA",,2024-02-09,,"The Role As a Senior 
Software
 
Engineer
 at CRSP, you will utilize your 
engineering
 skills to contribute to the Research Products platform, helping develop innovative and high-quality solutions on an ...",,ZipRecruiter,,,,False, Feb_11_2024-10:07-PM
https://www.ziprecruiter.com/jobs//j?lvk=a3aPEAmbWKplkHz0jdT1qA,Software Engineer (AI),iManage,,"Chicago, IL, USA",,2024-02-01,,"Being a 
Software
 
Engineer
 (AI) at iManage Means... You are excited about joining forces with a multi-disciplinary team of data scientists and 
engineers
 to build on our cloud-native platform. As a ...",,ZipRecruiter,,,,False, Feb_11_2024-10:07-PM
https://www.ziprecruiter.com/jobs//j?lvk=k5E8LlnpawqLG_-y9zERmg,Principal Software Engineer,Advantage Solutions,,"Chicago, IL, USA",,2024-01-12,,"... 
software
, and 
engineering
 execution standards. To be effective, a Principal 
Engineer
 @ Advantage Solutions develops expertise within their domain (understanding capabilities, strong problem-solving ...",,ZipRecruiter,,,,False, Feb_11_2024-10:07-PM
https://www.ziprecruiter.com/jobs//j?lvk=MSkUbJiM7n4iCDyfzVMSCA,Software Engineer,Provi,,"Chicago, IL, USA",,2024-01-19,,"Hybrid positions are only applicable to employees within a 35-mile radius of Provi offices We are seeking a skilled and passionate 
Software
 
Engineer
 to join our team. This role involves enhancing our ...",,ZipRecruiter,,,,False, Feb_11_2024-10:07-PM
https://www.ziprecruiter.com/jobs//j?lvk=XYISrrkyPvbM0sbaynIopA,Lead/Staff Software Engineer,Advantage Solutions,,"Chicago, IL, USA",,2024-02-08,,"What is a Lead or Staff 
Software
 
Engineer
 (Full stack) in Commercial Services at Advantage Solutions? As a Lead or Staff 
Software
 
Engineer
 in Commercial Systems at Advantage Solutions, you will lead ...",,ZipRecruiter,,,,False, Feb_11_2024-10:07-PM
https://www.ziprecruiter.com/jobs//j?lvk=uq-TXzM0vqGaxFPpeBAWuA,Sr Software Engineer,Veradigm,,"Chicago, IL, USA",,2024-02-09,,"Welcome to Veradigm! Our Mission is to be the most trusted provider of innovative solutions that empower all stakeholders across the healthcare continuum to deliver world-class outcomes. Our Vision is a Connected Community of Health that spans continents and borders. With the largest community of clients in healthcare, Veradigm is able to deliver an integrated platform of clinical, financial, connectivity and information solutions to facilitate enhanced collaboration and exchange of critical patient information.
Veradigm Payer 
Veradigm understands that managed care organizations, pharmacy benefit managers (PBMs), insurance companies, health plans, and other payers need to balance controlling costs with the goal of providing the highest quality of care and optimizing health outcomes for their members.
Solutions from Veradigm Payers:
- Deliver insights to drive quality outcomes cost-effectively
- Improve efficiency for themselves, their providers, and their members through high-speed clinical data exchange
- Impact point-of-care decision making positively by integrating payer guidance and prior authorization management directly in each healthcare provider's existing workflow
This is a remote position.
Join the Solutions Development team to help build out and support our Payer Analytics platform
Veradigm is seeking a talented Senior Software Engineer to use best coding practices to identify, document, build, and support the development of the Risk Adjustment and New Products suite across a full Microsoft stack. The position will also be required to perform support functions and other ancillary duties as assigned. Superior technical, critical thinking, and interpersonal skills are essential for success in this position.
What you will contribute:
- Be a key player in an Agile environment, participating in daily huddles, sprint planning, retrospectives, etc.
- Be a part of our growth and cloud migration scalability strategies.
- Develop innovative new healthcare technology products and services.
- Develop and refine our best-in-class healthcare analytics algorithms.
- Work with teammates to prioritize, design, build, test, deploy, troubleshoot, document, and support technology solutions using industry best practices and Veradigm-specific workflows.
- Perform a wide range of other ancillary duties in support of production runs and other company initiatives, as necessary.
- Evaluate and translate business requirements into effective, optimized, and forward-thinking scalable solutions.
- Perform as a leader by fostering a culture of continued professional development while mentoring other team members.
- Work in a self-driven, autonomous environment by managing various projects simultaneously.
- Seek out opportunities for optimization in processes, data integrity, and existing workflows to better drive client satisfaction and reductions in technical debt.
The ideal candidate will have:
Academic and Professional Qualifications:
- Bachelor's Degree or equivalent experience.
Experience:
Minimum Qualifications
- 5+ years of experience with relational DBMS, SQL Server/T-SQL, stored procedures, functions
- Advanced skills in MSSQL object creation and optimization
- Experience with C# and .NET Core
- Proficient in Visual Studio, Git, and SSMS
- Strong analytical and critical thinking skills
- Strong interpersonal skills
Preferred Qualifications
- Experience with cloud-based development, Azure preferred
- Knowledge of healthcare with relative experience in Claims data, Risk adjustment, Medicare, Quality (5-Star, QRS, HEDIS), and Medicaid
- Experience with Azure DevOps, Azure Data Factory, Azure Data Bricks, SSIS, PowerBI
- Experience with Snowflake
- Experience with Python
- Experience with Agile/SAFe Agile/Scrum/Kanban
- Experience with JIRA
- Experience with Amazon Workspace (AWS)
Travel Requirements:
- No minimal travel requirements.
Working Arrangements:
- Monday through Friday or as defined by assignment requirements
#LI-REMOTE
Enhancing Lives and Building Careers
Veradigm believes in empowering our associates with the tools and flexibility to bring the best version of themselves to work and to further their professional development. Together, we are 
In the Network
. Interested in learning more?
Take a look at our Culture, Benefits, Early Talent Program, and Additional Openings.
We strongly advocate that our associates receive all CDC recommended vaccinations in prevention of COVID-19.
Visa Sponsorship is not offered for this position.
Veradigm' policy is to provide equal employment opportunity and affirmative action in all of its employment practices without regard to race, color, religion, sex, national origin, ancestry, marital status, protected veteran status, age, individuals with disabilities, sexual orientation or gender identity or expression or any other legally protected category. Applicants for North American based positions with Veradigm must be legally authorized to work in the United States. Verification of employment eligibility will be required as a condition of hire. Veradigm is proud to be an equal opportunity workplace dedicated to pursuing and hiring a diverse and inclusive workforce.
From a ""VEVRAA Federal Contractor"" We request Priority Referral of Protected Veterans
This is an official Veradigm Job posting. To avoid identity theft, please only consider applying to jobs posted on our official corporate site.
Thank you for reviewing this Veradigm opportunity! Does this look like a great match for your skill set? If so, scroll on down and tell us more about yourself!",,ZipRecruiter,,,,False, Feb_11_2024-10:07-PM
https://www.ziprecruiter.com/jobs//j?lvk=lgOwzVMiYNwuMmSDzqdN4Q,Software Engineer- Trading Data Fabric Team,Belvedere Trading,,"Chicago, IL, USA",,2024-02-07,,"Our trading models and 
software
 systems are continually re-
engineered
, optimized, and maintained to stay on top of the industry. This wouldn't be possible without the dedicated efforts of our ...",,ZipRecruiter,,,,False, Feb_11_2024-10:07-PM
https://www.ziprecruiter.com/jobs//j?lvk=ugIcvc_-zEwvPYuywd4W3w,Senior Software Engineer (10018179),Wargaming,,"Chicago, IL, USA",,2024-02-05,,"WargamingUSA is looking for a Senior Gameplay 
Software
 
Engineer
 to join our World of Tanks Modern Armor team. Our environment is a combination of casual creativity and functional productivity with an ...",,ZipRecruiter,,,,False, Feb_11_2024-10:07-PM
